race,hours,age,parttime,educ,logwg,loghrwg,married,nevermar,sepdivw
1,40,30,0,12,5.940171,2.251292,1,0,0
1,0,74,1,14,5.808143,3.73767,1,0,0
1,0,49,0,14,7.377759,3.295837,1,0,0
0,0,48,0,16,7.130899,3.332205,1,0,0
0,0,65,0,18,7.744002,2.302585,0,1,0
1,40,68,0,12,6.040255,2.351375,1,0,0
1,0,46,0,22,7.967145,4.60507,0,0,1
1,40,41,0,14,6.684612,2.995732,0,1,0
1,0,30,0,16,6.356108,3.555348,0,1,0
1,30,46,1,16,6.866933,3.465736,1,0,0
1,20,60,1,16,6.086775,3.091043,1,0,0
1,40,61,0,14,7.021084,3.332205,1,0,0
1,0,23,1,12,4.317488,2.079442,0,0,1
1,0,60,0,16,6.802395,3.258096,1,0,0
0,0,63,1,12,6.175368,2.70805,0,0,1
0,0,58,0,16,7.047517,3.258096,0,0,1
0,40,32,0,16,6.684612,2.995732,1,0,0
0,28,46,1,10,5.460436,2.128232,0,1,0
0,6,41,1,14,3.73767,1.94591,1,0,0
1,0,56,0,12,6.175368,2.484907,1,0,0
0,0,21,1,14,5.703783,2.251292,0,1,0
0,40,60,0,16,7.495542,3.806663,1,0,0
1,40,34,0,14,6.869846,3.180966,1,0,0
0,40,37,0,14,6.946976,3.258096,1,0,0
0,40,43,0,16,6.733402,3.044523,1,0,0
0,40,54,0,12,5.828946,2.140066,0,0,1
0,0,50,0,12,5.416101,2.079442,1,0,0
0,0,49,1,12,5.521461,2.302585,1,0,0
1,0,16,1,10,5.356586,2.140066,0,1,0
1,40,33,0,18,6.327937,2.639057,1,0,0
1,0,54,0,14,7.090077,2.890372,0,1,0
1,40,27,0,14,6.296004,2.607124,1,0,0
1,40,32,0,12,6.522093,2.833213,1,0,0
1,24,23,1,12,5.529429,2.351375,1,0,0
1,20,22,1,14,5.393628,2.397895,1,0,0
1,0,16,0,18,5.662961,1.658228,0,1,0
1,45,40,0,12,6.034285,2.197225,0,1,0
1,40,61,0,12,6.866933,3.178054,1,0,0
1,25,51,1,12,5.416101,2.197225,0,0,1
1,8,68,1,14,6.011267,3.931826,1,0,0
1,35,61,0,12,5.991465,2.302585,0,1,0
1,0,35,0,16,7.929404,3.69883,0,1,0
1,0,39,0,12,6.214608,2.639057,1,0,0
1,40,40,0,14,6.253829,2.564949,1,0,0
1,28,19,1,14,5.634789,2.302585,0,1,0
0,0,46,0,12,6.981006,3.645972,1,0,0
0,40,46,0,12,6.055143,2.163323,1,0,0
1,0,29,0,18,7.130899,3.433987,1,0,0
1,0,29,1,16,5.583496,2.639057,1,0,0
1,40,46,0,14,7.1248,2.876385,0,1,0
1,38,20,0,12,6.268338,2.451005,0,1,0
1,0,64,0,12,5.991465,2.197225,0,0,1
1,40,43,0,12,6.499486,2.810607,0,0,1
1,23,22,0,14,5.459841,2.324347,0,1,0
0,0,24,1,12,5.828946,2.484907,1,0,0
1,0,24,0,16,6.827629,2.564949,0,1,0
1,0,22,1,16,4.094345,2.639057,0,1,0
1,40,48,0,12,6.173786,2.484907,0,0,1
0,24,30,1,14,6.356108,3.178054,0,0,1
0,0,35,0,14,6.39693,2.70805,0,0,1
1,38,29,0,16,6.410175,2.772589,0,1,0
1,35,30,0,14,5.857933,2.302585,1,0,0
1,0,31,0,16,5.857933,2.70805,1,0,0
1,40,33,0,14,6.637599,2.876385,0,1,0
1,40,48,0,14,6.504288,2.815409,1,0,0
1,40,56,0,14,6.522093,2.833213,1,0,0
1,0,52,0,12,6.133398,2.772589,1,0,0
1,0,18,1,11,5.075174,2.110213,0,1,0
1,40,42,0,16,6.509663,2.820784,1,0,0
1,36,19,0,14,5.886104,2.302585,0,1,0
1,40,53,0,14,6.954162,3.091043,1,0,0
1,40,31,0,12,6.39693,2.70805,1,0,0
1,0,32,0,16,6.54002,3.218876,1,0,0
1,10,65,1,18,5.075174,2.772589,1,0,0
1,0,31,1,16,5.010635,1.871802,0,1,0
1,50,56,0,16,6.55108,2.639057,1,0,0
1,0,32,0,18,6.717708,3.295837,1,0,0
0,0,45,0,12,6.55108,2.442347,0,1,0
1,6,17,1,11,3.772761,1.981001,0,1,0
1,40,35,0,14,6.608675,2.621039,0,1,0
1,35,18,0,12,5.857933,2.302585,0,1,0
1,40,19,0,12,6.633318,2.944439,0,1,0
1,40,38,0,12,6.756932,3.068053,0,1,0
1,0,54,0,12,6.170656,2.576422,1,0,0
1,0,56,0,12,6.222576,2.526528,1,0,0
1,6,73,1,12,3.988984,2.197225,1,0,0
1,40,57,0,16,6.086775,2.397895,1,0,0
1,13,22,1,14,4.867535,2.302585,0,1,0
1,15,20,1,14,5.128418,2.110213,0,1,0
1,40,57,0,14,7.02037,3.33149,1,0,0
1,40,51,0,14,6.692084,3.003204,1,0,0
1,24,65,1,14,5.774055,2.596001,0,0,1
1,35,26,0,14,5.695414,2.140066,0,1,0
1,20,27,1,16,5.298317,2.302585,0,1,0
1,0,48,0,12,6.357704,2.739549,0,1,0
1,0,51,0,14,6.390492,2.772589,0,0,1
1,0,48,0,12,6.763169,3.044523,1,0,0
1,40,47,0,14,7.154615,3.465736,1,0,0
0,40,25,0,11,6.122493,2.433613,0,1,0
1,50,53,0,14,7.32185,3.409827,1,0,0
0,12,65,1,14,4.882802,2.397895,1,0,0
1,15,68,1,16,6.44572,3.73767,1,0,0
1,0,41,0,12,6.684612,3.044523,1,0,0
1,32,19,1,12,5.768321,2.302585,0,1,0
1,0,71,0,12,6.684612,2.302585,1,0,0
1,40,30,0,12,6.866933,3.178054,0,1,0
1,0,39,0,14,7.399159,3.359681,0,1,0
1,34,46,1,18,7.239933,3.713572,1,0,0
1,0,69,1,12,5.521461,2.110213,1,0,0
1,0,43,0,14,6.109248,2.197225,0,1,0
1,0,55,0,12,6.684612,2.995732,0,0,1
1,40,25,0,14,6.109248,2.420368,0,1,0
1,0,23,0,12,5.95223,2.397895,1,0,0
1,40,39,0,12,6.633318,2.944439,1,0,0
1,14,40,1,12,4.65396,2.014903,0,0,1
1,40,33,0,16,6.733402,3.044523,0,0,1
1,40,57,0,14,7.250267,3.328268,1,0,0
1,5,75,1,14,5.541264,3.931826,1,0,0
1,40,56,0,12,6.684612,2.995732,0,0,1
1,25,68,1,18,5.857933,2.639057,0,0,1
1,0,22,1,12,6.357704,2.70805,0,1,0
1,40,37,0,14,6.684612,2.995732,1,0,0
1,32,63,1,12,6.011267,2.545531,1,0,0
1,40,37,0,14,5.991465,2.302585,1,0,0
1,40,52,0,14,6.931472,3.104587,0,1,0
1,16,19,1,14,5.056246,1.94591,0,1,0
1,0,53,0,14,7.744002,3.958907,0,1,0
1,0,54,0,12,6.55108,2.442347,0,0,1
1,40,46,0,12,6.599598,2.910719,0,1,0
1,50,63,0,12,6.907755,2.995732,1,0,0
1,40,64,0,14,6.400258,2.639057,0,0,1
1,0,44,0,16,6.214608,2.995732,1,0,0
1,4,39,1,12,4.382027,2.995732,1,0,0
0,40,55,0,16,7.41722,3.728341,1,0,0
0,40,47,0,12,5.886104,2.197225,1,0,0
1,0,18,1,11,3.831897,2.197225,0,1,0
1,40,25,0,14,6.39693,2.70805,0,1,0
1,0,55,0,12,7.506592,3.848018,1,0,0
1,16,24,1,14,5.123964,2.351375,0,0,1
1,30,23,1,14,5.703783,2.302585,0,0,1
1,0,28,0,12,7.17012,2.564949,0,1,0
1,35,61,0,16,6.158038,2.60269,0,0,1
1,20,23,1,18,5.192957,2.197225,0,1,0
1,0,55,0,12,6.047372,2.80336,1,0,0
1,50,46,0,12,6.55108,2.639057,1,0,0
1,45,54,0,12,6.782759,2.917771,1,0,0
1,38,32,0,16,6.202536,2.564949,0,0,1
1,40,56,0,14,6.191135,2.502255,0,1,0
1,0,28,0,16,6.745236,3.058707,0,1,0
1,0,53,0,12,6.609349,2.92047,0,0,1
1,0,57,0,14,5.857933,2.525729,0,0,1
1,0,22,0,14,6.481577,2.199444,0,1,0
1,30,22,0,14,5.752573,2.351375,0,1,0
1,40,55,0,14,6.431653,2.742774,1,0,0
1,45,55,0,14,6.345636,2.484907,1,0,0
1,40,53,0,16,6.391633,2.670002,0,1,0
1,0,50,0,16,6.109248,2.793004,1,0,0
1,40,35,0,14,6.006353,2.317474,1,0,0
1,0,39,0,12,6.684612,3.610918,1,0,0
1,38,39,0,14,6.122493,2.484907,1,0,0
1,40,40,0,18,6.788071,3.099191,0,1,0
1,40,60,0,14,6.39693,2.70805,1,0,0
0,40,58,0,14,6.461468,2.772589,1,0,0
1,0,59,0,16,6.476973,2.197225,0,0,1
1,40,36,0,12,7.299798,3.610918,1,0,0
1,32,33,1,12,6.104793,2.639057,1,0,0
1,40,52,0,14,6.112797,2.423917,0,1,0
1,36,64,0,14,6.291569,2.70805,1,0,0
1,40,60,0,12,6.824374,3.135494,1,0,0
0,40,46,0,14,6.907755,3.218876,0,0,1
0,0,19,0,12,3.688879,2.021548,0,1,0
1,40,40,0,14,5.886104,2.197225,1,0,0
0,0,33,0,12,5.991465,2.314514,0,1,0
1,0,46,0,12,6.214608,2.995732,1,0,0
1,0,41,0,12,5.783825,2.397895,1,0,0
1,40,50,0,14,6.733402,3.044523,1,0,0
1,20,51,1,16,6.040255,3.044523,1,0,0
0,36,23,0,16,6.74052,3.157,0,1,0
1,40,22,0,12,5.996452,2.307573,0,1,0
1,0,50,1,14,4.962845,1.321756,1,0,0
1,0,19,1,12,5.521461,2.014903,0,1,0
1,40,66,0,16,7.237059,3.295837,1,0,0
1,40,55,0,12,5.886104,2.197225,1,0,0
1,40,59,0,12,6.349139,2.525729,1,0,0
1,40,33,0,14,6.46925,2.60269,1,0,0
1,0,50,0,12,5.664557,2.397895,0,1,0
0,0,44,0,14,6.164114,2.246015,1,0,0
1,40,57,0,14,6.824374,3.135494,0,0,1
1,40,32,0,16,6.327937,2.639057,1,0,0
1,0,32,0,16,6.539586,2.70805,1,0,0
1,0,37,0,14,6.620073,2.517696,0,0,1
1,0,48,0,12,6.173786,2.484907,0,0,1
1,40,24,0,16,6.109248,2.420368,1,0,0
1,45,28,0,14,6.388561,2.397895,0,1,0
1,0,44,0,16,7.610472,3.89182,0,1,0
1,40,31,0,18,6.735257,2.917771,1,0,0
0,20,30,1,12,5.347107,2.351375,1,0,0
1,40,37,0,12,6.820016,3.131137,1,0,0
0,0,42,0,18,7.967145,4.448165,1,0,0
1,40,27,0,14,6.363028,2.674149,0,0,1
1,0,44,1,5.5,5.598422,2.351375,1,0,0
1,40,32,0,5.5,5.991465,2.302585,1,0,0
0,40,56,0,5.5,6.733402,3.044523,1,0,0
0,0,49,0,5.5,6.486161,2.70805,1,0,0
0,40,24,0,14,6.040255,2.351375,0,1,0
1,40,51,0,14,6.80406,2.794228,1,0,0
1,35,51,0,9,5.857933,2.302585,1,0,0
1,15,21,1,12,5.347107,2.639057,1,0,0
1,32,21,0,12,6.139884,2.674149,1,0,0
1,0,61,0,12,7.824046,3.433987,1,0,0
1,33,44,0,12,6.479661,2.983154,1,0,0
1,40,50,0,7.5,6.593045,2.904165,1,0,0
1,0,66,1,14,6.907755,3.401197,0,0,1
1,0,51,0,2.5,6.253829,2.60269,0,1,0
1,30,39,1,12,5.541264,2.140066,0,0,1
0,0,26,0,14,6.109248,2.442347,0,1,0
1,40,52,0,12,6.327937,2.639057,1,0,0
1,38,50,0,14,6.849066,3.135494,1,0,0
1,40,57,0,12,6.522093,2.833213,1,0,0
1,34,52,1,12,6.145944,2.619583,1,0,0
1,0,44,0,14,6.309918,2.674149,1,0,0
1,0,38,0,16,6.253829,2.693951,1,0,0
0,0,45,1,12,5.703783,1.981001,0,0,1
1,40,56,0,12,6.933813,3.244933,0,0,1
1,40,54,0,14,6.361648,2.672768,0,1,0
1,40,60,0,12,6.964136,3.135494,1,0,0
1,0,50,0,16,6.645091,2.529721,0,0,1
1,30,70,1,12,5.752573,2.351375,0,0,1
1,40,24,0,11,6.398595,2.70805,0,1,0
1,0,62,0,12,6.115892,2.621039,1,0,0
0,0,60,1,14,6.867974,2.373975,0,0,1
0,40,26,0,12,6.2106,2.521721,0,1,0
0,0,31,0,16,5.703783,2.397895,0,1,0
1,40,55,0,16,6.684612,2.995732,1,0,0
1,50,55,0,12,6.214608,2.302585,1,0,0
0,40,61,0,16,5.955837,2.266958,0,1,0
0,40,52,0,16,6.55108,2.862201,0,1,0
0,32,54,0,16,6.866933,3.401197,1,0,0
0,40,49,0,16,6.579251,2.890372,1,0,0
1,0,52,0,12,7.130899,3.091043,1,0,0
0,0,70,0,16,7.232733,3.091043,1,0,0
1,25,26,1,14,5.926926,2.70805,0,1,0
1,25,36,1,16,5.521461,2.302585,0,1,0
1,40,61,0,16,7.326466,3.637586,1,0,0
1,40,56,0,14,6.467699,2.778819,1,0,0
1,15,22,1,12,4.905275,2.197225,0,1,0
1,40,24,0,12,6.173786,2.484907,1,0,0
1,32,58,0,18,7.021084,3.555348,1,0,0
1,12,57,1,12,5.529429,3.044523,1,0,0
1,0,19,0,12,5.768321,2.079442,0,1,0
1,0,62,0,14,6.907755,3.068983,1,0,0
1,0,49,0,12,6.047538,2.66375,1,0,0
1,0,53,0,12,6.907755,3.11396,1,0,0
1,0,28,0,14,6.868526,3.135494,0,1,0
1,0,29,0,12,5.857933,2.302585,0,1,0
1,0,38,0,18,7.273994,3.555348,0,0,1
1,0,47,0,12,6.620073,2.917771,1,0,0
1,40,53,0,12,6.086775,2.397895,1,0,0
1,40,55,0,12,6.040255,2.351375,1,0,0
1,0,22,0,12,6.214608,2.079442,0,1,0
1,16,18,1,14,4.969813,2.197225,0,1,0
1,40,20,0,14,6.173786,2.484907,0,1,0
1,0,46,0,12,7.34601,2.564949,1,0,0
0,0,31,0,16,6.981006,2.880883,0,1,0
1,0,57,0,16,7.003066,3.044523,0,0,1
0,40,57,0,16,7.967145,4.278331,1,0,0
1,40,51,0,16,6.891626,2.944439,1,0,0
0,35,38,0,11,5.857933,2.302585,0,1,0
1,0,62,1,1,3.118392,2.169054,0,1,0
1,18,42,1,16,5.459586,2.014903,1,0,0
1,28,25,1,14,5.67401,2.341806,0,1,0
1,32,26,1,14,5.854499,2.388763,0,1,0
1,50,51,0,12,6.745236,2.833213,1,0,0
1,40,51,0,12,6.234411,2.545531,0,0,1
0,16,16,1,11,4.75359,1.981001,0,1,0
0,0,44,0,9,7.130899,3.044523,0,1,0
0,0,50,0,9,6.214608,2.702703,0,1,0
0,0,52,0,14,6.827705,3.218876,0,0,1
1,0,43,0,16,7.89804,2.904165,1,0,0
1,40,45,0,16,6.483719,2.794839,1,0,0
1,33,20,1,12,5.511411,2.014903,0,1,0
1,8,16,1,11,4.127134,2.047693,0,1,0
1,40,60,0,14,6.086775,2.397895,0,0,1
1,15,18,1,12,5.357765,.7654679,0,1,0
1,15,19,1,12,4.957586,.7654679,0,1,0
1,20,58,1,18,6.214608,3.218876,1,0,0
1,30,26,1,12,5.886104,2.484907,0,1,0
0,0,44,0,12,5.429346,2.251292,1,0,0
0,0,31,0,14,5.723585,2.140066,0,1,0
1,40,24,0,14,5.966147,2.277267,1,0,0
1,40,19,0,12,5.966147,2.277267,1,0,0
1,36,45,0,14,6.45126,2.772589,1,0,0
1,40,45,0,14,6.825938,2.874694,1,0,0
1,8,17,1,11,4.127134,2.047693,0,1,0
1,48,56,0,16,6.907755,2.70805,1,0,0
0,40,56,0,9,6.455199,2.766319,1,0,0
0,32,45,1,14,5.865448,2.399712,1,0,0
0,35,53,0,5.5,5.95506,2.399712,1,0,0
1,0,34,1,18,5.084691,2.484907,1,0,0
1,0,60,0,14,6.437752,2.737609,1,0,0
1,38,33,0,14,7.030415,3.392829,1,0,0
1,40,36,0,12,7.064759,3.37588,1,0,0
1,42,23,0,12,7.059051,3.189241,0,1,0
1,37,55,0,12,6.419115,2.808197,1,0,0
1,0,62,0,14,7.591236,3.374853,1,0,0
1,17,43,1,14,5.666427,2.833213,1,0,0
1,20,24,1,14,5.480639,2.484907,1,0,0
1,40,23,0,12,7.326466,3.637586,1,0,0
0,0,53,0,12,6.694178,2.302585,0,1,0
0,25,62,1,12,5.416101,2.197225,1,0,0
1,28,51,1,14,6.659294,3.178054,0,0,1
1,15,22,1,14,4.848116,2.140066,0,1,0
1,0,52,0,12,6.309918,2.70805,0,0,1
1,25,64,1,9,5.358942,2.140066,0,1,0
1,40,57,0,16,6.684612,2.995732,0,1,0
0,35,56,0,18,7.051856,3.496508,1,0,0
1,40,54,1,14,6.089045,2.197225,0,0,1
1,40,30,0,16,6.60665,2.917771,1,0,0
1,40,27,0,12,7.17012,3.48124,1,0,0
1,40,28,0,12,7.272398,3.583519,1,0,0
1,40,30,0,5.5,5.940171,2.251292,0,0,1
1,0,19,1,11,5.140259,2.014903,0,1,0
1,40,66,0,14,6.342122,2.653242,1,0,0
1,40,53,0,12,5.991465,2.302585,1,0,0
1,40,35,0,12,6.304814,2.615935,0,0,1
1,20,30,1,14,6.39693,3.401197,1,0,0
0,40,29,0,14,7.154615,3.465736,1,0,0
1,35,25,0,14,6.194406,2.639057,1,0,0
0,0,46,0,14,6.214608,2.351375,0,0,1
0,0,19,1,12,5.298317,2.251292,0,1,0
1,0,63,0,11,5.768321,2.484907,0,0,1
1,40,64,0,18,7.265429,3.314186,0,0,1
1,0,49,0,12,5.332719,2.674149,0,0,1
1,40,47,0,12,6.894873,3.205993,1,0,0
1,40,46,0,12,6.633318,2.944439,1,0,0
1,0,19,0,12,5.438079,2.319442,0,1,0
1,0,62,0,11,6.39693,3.135494,1,0,0
1,28,66,1,14,5.68358,2.351375,1,0,0
1,40,46,0,14,7.330458,3.272606,1,0,0
1,40,41,0,12,6.214608,2.525729,1,0,0
0,40,44,0,16,6.907755,3.218876,1,0,0
0,40,43,0,16,6.579251,2.890372,0,0,1
1,40,70,0,10,5.886104,2.197225,1,0,0
1,0,35,0,14,6.39693,2.70805,0,0,1
1,35,33,0,14,6.39693,2.302585,0,1,0
1,0,66,0,14,6.35437,2.950212,0,0,1
1,15,59,0,12,5.703783,2.995732,0,0,1
1,0,40,0,12,6.214608,2.484907,1,0,0
1,0,64,1,14,5.490177,2.251292,0,0,1
1,30,29,0,16,5.652489,2.251292,1,0,0
1,30,27,1,16,5.678465,2.277267,1,0,0
1,0,64,0,12,6.594085,2.944439,1,0,0
1,0,64,1,12,5.536704,2.554899,1,0,0
1,0,56,0,12,7.744002,3.314186,1,0,0
1,32,55,1,2.5,6.684612,3.218876,0,0,1
1,0,26,1,11,5.298317,2.251292,0,0,1
0,0,29,0,16,7.050851,3.091043,1,0,0
0,1,65,1,16,2.302585,2.302585,1,0,0
0,0,37,0,14,6.173786,2.397895,1,0,0
0,40,33,0,14,6.077642,2.388763,1,0,0
1,10,82,1,12,4.832306,2.529721,0,0,1
1,50,62,0,16,6.820016,2.907993,0,0,1
1,10,54,1,11,4.283587,1.981001,0,1,0
1,0,45,0,14,6.511849,2.484907,0,1,0
1,40,42,0,14,6.522093,2.833213,1,0,0
1,40,41,0,12,6.253829,2.564949,1,0,0
1,40,56,0,16,7.549609,3.198673,1,0,0
1,40,66,0,14,6.579251,2.890372,1,0,0
1,40,57,0,14,6.816736,3.056357,1,0,0
0,0,48,0,12,6.476973,2.833213,1,0,0
1,38,40,0,14,6.754604,2.970414,1,0,0
1,32,45,0,14,5.863631,2.397895,1,0,0
1,42,37,0,14,6.283201,2.545531,0,1,0
1,0,28,0,12,7.050123,2.660259,0,0,1
1,0,33,1,10,4.787492,1.981001,0,0,1
1,40,45,0,12,6.281145,2.592265,1,0,0
1,10,43,1,18,5.991465,3.688879,1,0,0
1,40,30,0,16,6.802395,3.113515,1,0,0
1,0,30,0,14,6.55108,2.639057,1,0,0
1,8,25,1,16,5.075174,2.995732,0,1,0
1,0,27,1,16,5.768321,2.995732,0,1,0
1,8,28,1,16,5.075174,2.995732,0,1,0
1,32,59,0,16,7.021084,3.555348,0,1,0
1,0,69,0,14,6.684612,2.83615,1,0,0
1,0,39,0,14,6.476973,2.639057,1,0,0
1,40,64,0,14,7.352441,3.663562,0,0,1
0,40,40,0,7.5,5.799093,2.110213,0,0,1
1,0,33,0,16,7.034044,2.639057,1,0,0
1,15,73,1,16,5.416101,2.70805,1,0,0
1,25,42,1,12,5.926926,2.70805,0,0,1
1,24,34,1,14,6.579251,3.401197,1,0,0
0,40,66,0,14,7.652071,3.610918,1,0,0
1,40,35,0,12,6.925595,2.815409,0,0,1
1,40,39,0,12,6.50354,2.70805,1,0,0
1,25,37,1,12,5.521461,2.302585,1,0,0
1,32,59,1,12,6.684612,3.218876,0,0,1
1,40,27,0,14,7.079606,3.218876,0,1,0
1,25,36,1,14,5.857933,2.639057,1,0,0
1,0,31,0,12,6.802395,2.995732,1,0,0
1,12,36,1,14,4.882802,2.397895,0,0,1
1,40,35,0,12,6.684612,2.995732,0,1,0
1,35,37,0,12,5.857933,2.302585,0,0,1
0,0,58,0,12,7.34601,3.332205,1,0,0
1,0,22,1,12,5.260096,2.008214,0,1,0
1,40,64,0,14,6.533789,2.844909,1,0,0
1,40,53,0,12,6.234411,2.545531,1,0,0
1,0,66,1,14,5.192957,2.224623,0,1,0
1,0,23,1,12,5.298317,2.351375,0,1,0
1,0,63,0,14,7.185387,3.496508,1,0,0
1,0,59,1,12,6.163315,2.944439,1,0,0
1,40,21,0,12,5.774551,2.085672,0,1,0
1,32,59,1,14,6.510258,3.044523,1,0,0
0,40,24,0,14,5.886104,2.197225,0,0,1
1,0,30,0,16,7.219188,3.526361,1,0,0
1,25,29,1,12,5.946729,2.525729,1,0,0
1,40,51,0,12,6.345636,2.639057,1,0,0
1,0,41,0,16,7.244227,3.465736,1,0,0
1,0,44,0,12,7.17012,3.236716,1,0,0
1,40,35,0,12,6.253829,2.564949,1,0,0
1,38,66,0,16,6.035481,2.397895,0,0,1
0,45,43,0,7.5,5.913503,1.791759,1,0,0
1,40,55,0,16,6.946976,3.258096,1,0,0
1,40,53,0,14,6.71417,3.025291,1,0,0
1,40,41,0,14,6.312098,2.623218,1,0,0
0,40,38,0,16,6.579251,2.890372,1,0,0
0,0,35,0,16,6.431508,2.824944,1,0,0
0,18,63,1,14,5.217649,2.327278,1,0,0
1,0,31,0,14,6.291569,3.295837,1,0,0
1,10,49,1,12,4.787492,2.484907,1,0,0
1,40,50,0,12,6.684612,2.995732,1,0,0
1,40,24,0,14,5.991465,2.302585,0,1,0
0,8,71,1,18,4.158883,2.079442,1,0,0
1,40,28,0,14,5.991465,2.302585,0,1,0
1,30,25,0,12,6.984716,3.583519,0,1,0
1,20,55,1,14,6.287115,3.291383,1,0,0
0,20,38,1,12,4.976734,1.981001,0,1,0
0,0,59,1,9,4.682131,2.931194,0,0,1
1,40,63,0,14,7.092989,3.367296,1,0,0
0,5,45,1,16,4.317488,2.70805,1,0,0
0,40,42,0,16,7.749322,4.060443,1,0,0
1,40,37,0,12,6.996864,3.307985,1,0,0
1,15,53,1,14,5.192957,2.484907,1,0,0
1,35,59,0,16,7.045472,3.490124,0,0,1
1,0,28,1,14,5.298317,2.541602,0,1,0
1,0,30,0,16,5.703783,2.420368,0,1,0
1,0,41,0,12,7.313221,3.088311,0,0,1
1,40,43,0,14,6.040255,2.351375,1,0,0
1,40,44,0,14,6.530878,2.841998,1,0,0
1,0,50,0,14,6.040255,2.351375,0,1,0
1,40,54,0,10,5.857933,2.169054,0,0,1
1,40,22,0,16,6.966402,3.020913,0,1,0
1,40,22,0,16,6.709792,3.020913,0,1,0
1,38,43,0,12,6.348964,2.711378,0,0,1
1,0,50,1,16,6.309918,3.091043,1,0,0
1,26,63,1,12,6.233626,2.97553,1,0,0
1,40,61,0,16,7.5224,3.7612,1,0,0
1,24,63,1,16,5.743003,2.564949,1,0,0
1,25,19,1,12,5.521461,2.302585,0,1,0
1,40,45,0,14,6.39693,2.70805,0,1,0
1,40,48,0,12,6.684612,2.995732,0,0,1
1,40,50,0,16,6.327937,2.639057,0,1,0
1,40,50,0,14,6.856462,2.995732,1,0,0
1,40,50,0,16,6.272877,2.583997,1,0,0
1,15,18,1,12,4.818264,2.110213,0,1,0
1,0,61,0,12,5.695414,2.752386,1,0,0
1,40,51,0,16,7.057037,3.295837,1,0,0
1,0,65,0,14,6.733402,3.238678,1,0,0
1,0,72,0,14,7.090077,2.944439,0,0,1
1,16,73,1,18,5.298317,2.525729,0,0,1
1,40,26,0,12,6.684612,2.995732,0,1,0
1,40,60,0,14,7.965546,3.89182,1,0,0
1,40,31,0,14,6.522093,2.833213,0,1,0
1,40,53,0,14,6.476973,2.564949,1,0,0
1,40,59,0,12,6.746999,2.833213,1,0,0
1,0,40,0,14,6.109248,2.833213,1,0,0
1,0,37,0,12,5.991465,2.691243,1,0,0
1,0,45,0,12,6.39693,2.420368,0,0,1
1,0,48,0,12,7.260572,3.178054,0,0,1
1,20,56,1,12,6.507277,3.511545,0,0,1
1,40,64,0,12,6.53466,2.70805,0,0,1
1,0,49,0,12,5.703783,3.401197,1,0,0
1,20,52,1,12,6.016157,3.020425,1,0,0
1,10,29,1,16,4.70048,2.397895,0,1,0
1,40,25,0,16,6.345636,2.656757,0,1,0
1,15,23,1,14,5.010635,2.302585,0,1,0
1,0,24,0,16,6.39693,2.70805,0,1,0
1,25,58,1,14,6.476973,3.258096,1,0,0
1,13,28,1,16,5.455321,2.890372,1,0,0
0,0,36,0,12,5.743003,2.258633,0,0,1
1,40,61,0,7.5,6.040255,2.351375,1,0,0
1,0,41,0,12,6.802395,3.044523,1,0,0
1,40,48,0,14,6.39693,2.70805,1,0,0
1,27,22,1,16,5.40605,2.110213,0,1,0
0,0,25,1,12,5.652489,2.251292,0,1,0
0,20,37,1,12,5.554509,2.558777,0,1,0
1,0,23,0,16,6.763169,3.135494,0,1,0
1,40,31,0,16,6.173786,2.484907,0,1,0
1,20,27,1,16,5.703783,2.70805,0,1,0
0,0,31,0,16,7.016951,3.218876,0,1,0
0,0,31,0,14,6.785147,3.091043,0,1,0
1,0,29,0,18,7.465753,2.944439,1,0,0
0,20,27,1,18,5.703783,2.70805,1,0,0
0,0,56,1,14,5.595566,2.833213,1,0,0
1,40,57,0,14,7.832014,4.143135,1,0,0
1,22,28,1,12,5.170484,2.079442,0,0,1
1,40,59,0,12,6.568078,2.772589,0,1,0
1,40,27,0,14,5.978886,2.224623,0,0,1
1,0,33,0,14,5.630638,2.079442,0,0,1
1,36,39,0,14,7.317213,3.511545,1,0,0
1,40,29,0,14,6.488597,2.799717,1,0,0
1,0,57,0,14,6.802395,2.833213,1,0,0
1,40,62,0,14,6.040255,2.351375,1,0,0
0,40,67,0,12,6.946976,3.258096,1,0,0
1,24,66,0,12,5.421597,2.628285,1,0,0
1,40,44,0,14,6.39693,2.70805,1,0,0
1,30,21,1,12,5.703783,2.302585,0,1,0
0,0,46,0,12,6.131227,1.978239,0,1,0
1,0,62,0,14,5.966147,2.2895,0,1,0
1,25,73,1,2.5,6.909254,2.61007,0,0,1
1,40,45,0,14,6.633318,2.944439,0,0,1
1,28,58,1,12,5.347107,2.014903,0,0,1
1,0,64,0,12,6.173786,2.302585,0,0,1
1,0,69,1,12,4.60517,2.302585,0,0,1
1,0,58,0,16,7.467371,4.174387,1,0,0
1,0,56,1,16,6.65544,2.995732,1,0,0
1,0,23,0,16,7.050851,2.833213,0,1,0
1,0,27,0,16,6.763169,3.074081,0,1,0
1,0,58,0,18,6.745236,4.110874,0,1,0
1,0,51,1,14,6.856462,3.332205,0,1,0
1,60,50,0,18,7.21008,3.115735,1,0,0
1,50,48,0,12,6.214608,2.302585,0,0,1
1,40,54,0,12,7.189922,3.501043,0,0,1
0,0,52,0,16,5.991465,3.091043,0,0,1
1,40,53,0,14,7.392192,3.630985,1,0,0
0,0,44,0,18,7.93308,4.174387,1,0,0
0,0,44,0,14,7.145985,2.397895,1,0,0
